filename,image_height_px,image_width_px,mask_source,auto_channel,auto_method,auto_object_type,auto_ksize,auto_area_ratio,auto_n_components,auto_solidity,auto_height_px,auto_width_px,plant_size,branch_pts,segment_area,segment_eu_length,plant_height_px,plant_height_mm,plant_height_debug_image,num_leaf_segments,num_stem_segments,num_branch_points,side_main_color,side_main_hue_deg,side_mean_hue_deg,side_hsv_mean,side_lab_mean,side_greenness_index,default_1_in_bounds,default_1_area,default_1_convex_hull_area,default_1_solidity,default_1_perimeter,default_1_width,default_1_height,default_1_longest_path,default_1_center_of_mass,default_1_convex_hull_vertices,default_1_object_in_frame,default_1_ellipse_center,default_1_ellipse_major_axis,default_1_ellipse_minor_axis,default_1_ellipse_angle,default_1_ellipse_eccentricity,view,roi_rect,mask_saved
53.png,553,556,manual_spec,lab_l,mean,dark,2001,0.4656842338064449,34,0.7041482944893012,553,556,149721,"[[76, 516], [39, 492], [14, 418], [56, 405], [68, 347], [483, 340], [493, 337], [69, 334], [512, 333], [505, 333], [65, 329], [134, 327], [46, 317], [58, 295], [50, 262], [28, 250], [504, 219], [363, 194], [61, 132], [472, 127], [244, 124], [109, 50], [167, 45], [179, 43], [330, 42], [327, 27], [235, 23]]","[6773, 6517, 2475, 681, 1147, 5242, 1941, 6889, 1203, 619, 1540, 787, 2150, 8928, 23207, 9069, 3775, 26041, 1414, 1027, 13530, 6504, 10197, 367, 9854, 3793]","[48.27007354458868, 51.66236541235796, 13.892443989449804, 8.48528137423857, 15.231546211727817, 45.254833995939045, 46.09772228646444, 80.95677859203639, 16.64331697709324, 36.05551275463989, 24.186773244895647, 44.598206241955516, 56.08029957123981, 15.620499351813308, 82.3286098510111, 12.727922061357855, 74.67261881037788, 209.2510453976276, 27.85677655436824, 24.08318915758459, 62.96824596572466, 84.21995013059554, 69.9714227381436, 27.65863337187866, 36.796738985948195, 27.586228448267445]",506.0,10.120000000000001,results_sideview53\debug\default_side_height_debug.png,26,29,27,Blue violet,265.0,267.6,"{'hue_deg': 267.6, 'sat': 0.1405, 'val': 0.8317}","{'L': 0.7617, 'a': 9.8338, 'b': -12.963}",-9.8338,False,155670.0,280916.5,0.5541504326018586,5328.760257959366,556,553,677.64961447639,"[258.20603841459496, 194.50390569795078]",7,False,"[260.2738342285156, 269.5940856933594]",612.9140014648438,544.5651245117188,57.87723922729492,0.45890494003107274,side,"(0,0,556,553)",True
