filename,mm_per_px,mask_source,auto_channel,auto_method,auto_object_type,auto_ksize,auto_area_ratio,auto_n_components,auto_solidity,auto_height_px,auto_width_px,auto_height_mm,auto_width_mm,plant_size,plant_area_mm2,branch_pts,height_px,height_mm,length_px,length_mm,side_main_color,side_main_hue_deg,side_mean_hue_deg,side_hsv_mean,side_lab_mean,side_greenness_index,default_leaf_segment_eu_length,view,roi_rect,mask_saved
sideview_mm.png,0.17527432162387369,manual_spec,lab_a,mean,dark,2001,0.2417184265010352,221,0.5383927171859488,1080,1288,189.29626735378358,225.7533262515493,1038544,31905.201429670527,"[[570, 1023], [580, 958], [578, 848], [570, 845], [742, 836], [702, 809], [702, 806], [616, 802], [590, 785], [495, 716], [545, 699], [545, 694], [424, 687], [547, 678], [517, 672], [424, 664], [442, 644], [526, 637], [523, 622], [542, 586], [815, 584], [557, 567], [791, 563], [792, 527], [890, 524], [904, 522], [852, 506], [860, 469], [787, 465], [546, 463], [941, 457], [982, 456], [860, 441], [741, 440], [499, 440], [505, 439], [610, 437], [822, 432], [822, 415], [370, 414], [818, 408], [324, 388], [287, 383], [704, 376], [1090, 364], [291, 363], [1100, 361], [758, 361], [709, 361], [372, 348], [297, 326], [744, 308], [502, 294], [496, 293], [483, 286], [475, 278], [251, 276], [515, 275], [341, 263], [546, 249], [540, 229], [351, 197], [335, 196], [526, 162], [512, 161], [537, 130]]",963.0,168.78917172379036,936.0,164.05676503994576,Cool Green,130.0,77.1,"{'hue_deg': 77.1, 'sat': 0.1505, 'val': 0.4052}","{'L': 0.42, 'a': -3.5581, 'b': 6.469}",3.5581,"[13.038404810405298, 5.830951894845301, 10.770329614269007, 53.75872022286245, 173.64331256918592, 111.04053313993049, 24.698178070456937, 24.08318915758459, 29.068883707497267, 104.78549517943789, 10.63014581273465, 24.351591323771842, 29.068883707497267, 33.52610922848042, 17.69180601295413, 19.209372712298546, 32.0, 68.24221567329127, 27.202941017470888, 72.40165743959182, 13.152946437965905, 37.53664875824692, 44.68780594300866, 69.07966415668217, 90.13878188659973, 17.69180601295413, 79.51100552753688, 76.69419795525604, 48.79549159502341, 101.01980003939822, 22.0, 57.42821606144492, 19.4164878389476, 17.26267650163207, 23.769728648009426, 19.1049731745428, 43.382023926967726, 70.76722405181653, 94.76286192385707, 39.56008088970496, 84.62860036654276, 17.11724276862369, 7.0710678118654755, 64.38167441127949, 69.29646455628166, 77.6659513557904, 26.870057685088806, 62.12889826803627, 33.54101966249684, 25.495097567963924, 19.924858845171276, 11.045361017187261, 5.830951894845301, 5.0]",side,"(0,0,1288,1080)",True
