filename,mm_per_px,mask_source,auto_channel,auto_method,auto_object_type,auto_ksize,auto_area_ratio,auto_n_components,auto_solidity,auto_height_px,auto_width_px,auto_height_mm,auto_width_mm,plant_size,plant_area_mm2,branch_pts,height_px,height_mm,side_main_color,side_main_hue_deg,side_mean_hue_deg,side_hsv_mean,side_lab_mean,side_greenness_index,default_stem_segment_eu_length,view,roi_rect,mask_saved
topview_mm.png,0.303473924044405,manual_spec,lab_a,mean,dark,2001,0.8911474063476925,1,1.0,1080,1398,327.7518379679574,424.25654581407815,1351273,124447.4092220654,[],1080.0,327.7518379679574,Deep Blue,245.0,252.8,"{'hue_deg': 252.8, 'sat': 0.0898, 'val': 0.5067}","{'L': 0.506, 'a': 1.045, 'b': -3.6914}",-1.045,[318.0015723231569],side,"(0,0,1398,1080)",True
